"b_pubid","b_sourceid","b_classname","b_batchid","b_credate","b_upddate","b_creator","b_updator","b_pendingactions","b_matchgrp","b_oldmatchgrp","b_xgrp","b_confirmationstatus","b_confscore","b_confscoretype","b_hassuggmerge","b_suggmergeid","b_suggmergeconfscore","b_suggmergeconfscoretype","b_suggmergemasterscount","id","b_oldsdpk","b_confirmedsdpk","first_name","last_name","phonetic_first_name","phonetic_last_name","normalized_first_name","normalized_last_name","nickname","member_id","date_of_birth","normalized_street","normalized_city","normalized_state","source_email","cleansed_email","valid_email_domain","source_phone","standardized_phone","phone_geocoding_data","value_status","person_type","addstreet","addcity","addstate","addpostal_code","addcountry","mdm_id","effective_update_date","guess_gender"
MKT,"1364608",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,984,,,CONFIRMED,100,AVG_TRANS_MATCH_SCORE,false,,,,,10258,10261,10258,Rey,Amason,R,AMSN,rey,amason,rey,"283-51-4212",1975-12-16,"3 DEPOT ST",WAPAKONETA,OHIO,rey@amason.com,rey@amason.com,"1","419-738-9241",(419) 738-9241,"Wapakoneta, OH",HIGH,CUSTOMER,"3 Depot St",Wapakoneta,OH,,US,,2025-03-20 14:19:14.112,MALE
CRM,"1355739",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1077,,,NOT_CONFIRMED,,,,,,,,10371,10371,,Weldon,Odegard,WLTN,OTKR,weldon,odegard,weldon,"311-61-2771",1985-08-07,"6822 ACADEMY PKWY W",ALBUQUERQUE,NEW MEXICO,weldon@odegard.com,weldon@odegard.com,"1","505-345-1780",(505) 345-1780,"Albuquerque, NM",,PROSPECT,"6822 Academy Parkway W",Albuquerque,NM,"67106",US,,2025-03-20 14:19:14.081,MALE
CRM,"1333591",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,987,,,CONFIRMED,100,AVG_TRANS_MATCH_SCORE,false,,,,,10270,10271,10270,John,Edelman,JN,ETLM,john,edelman,jack,"905-96-5314",1976-09-03,"591 REDWOOD HWY #200",MILL VALLEY,CALIFORNIA,john@jedelman.com,john@jedelman.com,"1","415-381-9176",(415) 381-9176,"Mill Valley, CA",NORMAL,CUSTOMER,"591 Redwood Hwy #200",Mill Valley,CA,"94941",US,,2025-03-20 14:19:14.100,MALE
CRM,"1350076",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1079,,,NOT_CONFIRMED,,,true,1302,93,AVG_TRANS_MATCH_SCORE,2,10273,10273,,Federico,Popp,FTRK,PP,federico,popp,federico,"631-46-6958",1983-04-30,"419 N CASCADE AVE",COLORADO SPRINGS,COLORADO,federico@popp.com,federico@popp.com,"1","719-635-5347",(719) 635-5347,"Colorado Springs, CO",NORMAL,CUSTOMER,"419 N Cascade Ave",Colorado Springs,CO,"60603",US,,2025-03-20 14:19:14.079,MALE
CRM,"1380327",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1080,,,CONFIRMED,100,AVG_TRANS_MATCH_SCORE,false,,,,,10291,10291,10291,Emilie,Svec,EML,SFK,emilie,svec,emilie,,1991-09-04,"2222 W GRANDVIEW BLVD",ERIE,PENNSYLVANIA,emilie@svec.com,emilie@svec.com,"1","814-833-6073",(814) 833-6073,"Erie, PA",NORMAL,CUSTOMER,"2222 W Grandview Blvd",Erie,PA,"16506",US,,2025-03-20 14:19:13.907,FEMALE
CRM,"1381799",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1081,,,NOT_CONFIRMED,,,true,1303,78,AVG_TRANS_MATCH_SCORE,2,10294,10294,,Julianna,Quimby,JLN,KMB,julianna,quimby,julianna,"281-83-5025",1989-08-05,"615 FRANKLIN TPKE",RIDGEWOOD,NEW JERSEY,juliana@quimby.com,juliana@quimby.com,"0","201-444-6741",(201) 444-6741,New Jersey,,PROSPECT,"615 Franklin Tpke",Ridgewood,NJ,"07450",US,,2025-03-20 14:19:13.853,FEMALE
CRM,"1390832",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1082,,,NOT_CONFIRMED,,,true,1304,78,AVG_TRANS_MATCH_SCORE,2,10301,10301,,Jake,Schettler,JK,SKTL,jake,schettler,jake,,1983-05-09,"10400 EATON PL #-401",FAIRFAX,VIRGINIA,jake@schettler.com,jake@schettler.com,"1","703-591-4492",(703) 591-4492,"Fairfax, VA",NORMAL,CUSTOMER,"10400 Eaton Pl #-401",Fairfax,VA,"22030",US,,2025-03-20 14:19:13.983,MALE
CRM,"1433728",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1083,,,NOT_CONFIRMED,,,true,1305,93,AVG_TRANS_MATCH_SCORE,2,10327,10327,,Saul,Rave,SL,RF,saul,rave,saul,"649-29-3863",1986-04-09,"1500 N 13TH ST",READING,PENNSYLVANIA,saul@rave.com,saul@rave.com,"1","484-375-7261",(484) 375-7261,Pennsylvania,NORMAL,CUSTOMER,"1500 N 13th St",Reading,PA,"19604",US,,2025-03-20 14:19:14.163,MALE
CRM,"1368164",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1090,,,NOT_CONFIRMED,,,,,,,,10384,10384,,Lu,Geuder,L,JTR,lu,geuder,lu,"575-61-4270",1984-07-03,"429 THEMIS AVE",CAPE GIRARDEAU,MISSOURI,luella@geuder.com,luella@geuder.com,"1","573-334-9416",(573) 334-9416,"Cape Girardeau, MO",NORMAL,CUSTOMER,"429 Themis Ave",Cape Girardeau,MO,"63701",US,,2025-03-20 14:19:14.013,FEMALE
CRM,"1402251",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1091,,,NOT_CONFIRMED,,,,,,,,10427,10427,,Araceli,Creecy,ARSL,KRS,araceli,creecy,araceli,"865-81-3669",1899-12-31,"3701 34TH ST N",SAINT PETERSBURG,FLORIDA,araceli@creecy.com,araceli@creecy.com,"1","527-4935","527-4935",,NORMAL,CUSTOMER,"3701 34th St N",Saint Petersburg,FL,"33713",US,,2025-03-20 14:19:14.170,FEMALE
CRM,"1123060",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,982,,,CONFIRMED,100,AVG_TRANS_MATCH_SCORE,true,1295,96,AVG_TRANS_MATCH_SCORE,6,10252,10252,10252,Mary-Ann,Markes,MRN,MRKS,mary-ann,markes,mary-ann,,1899-12-31,"1200 SUMMER ST #-103",STAMFORD,CONNECTICUT,maryann@markes.com,maryann@markes.com,"1","203-967-5612",(203) 967-5612,"Stamford, CT",HIGH,CUSTOMER,"1200 Summer St #-103",Stamford,CT,"06905",US,,2025-03-20 14:19:14.118,UNKNOWN
CRM,"1320830",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,985,,,CONFIRMED,100,AVG_TRANS_MATCH_SCORE,true,1296,96,AVG_TRANS_MATCH_SCORE,5,10264,10264,10264,Jass,Ellerbusch,JS,ELRB,jass,ellerbusch,jass,"585-96-9870",1991-12-11,"73 S HAMILTON AVE",DOYLESTOWN,PENNSYLVANIA,jass@ellerbusch.com,jass@ellerbusch.com,"1","215-348-5078",(215) 348-5078,"Doylestown, PA",,PROSPECT,"73 S Hamilton Ave",Doylestown,PA,"18901",US,,2025-03-20 14:19:13.871,MALE
CRM,"1333590",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,987,,,CONFIRMED,100,AVG_TRANS_MATCH_SCORE,false,,,,,10270,10270,10270,John,Edelman,JN,ETLM,john,edelman,jack,,1976-09-03,"591 REDWOOD HWY #-1200",MILL VALLEY,CALIFORNIA,john@jedelman.com,john@jedelman.com,"1","415.381.9176",(415) 381-9176,"Mill Valley, CA",NORMAL,CUSTOMER,"591 Redwood Hwy #-1200",Mill Valley,CA,"94941",US,,2025-03-20 14:19:14.101,MALE
CRM,"1353445",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,995,,,CONFIRMED,100,AVG_TRANS_MATCH_SCORE,false,,,,,10275,10275,10275,Vernice,Southwood,FRNS,S0WT,vernice,southwood,vernice,"948-20-5524",1987-10-22,"8 COMMERCIAL BLVD",MEDFORD,NEW YORK,vernice@southwood.com,vernice@southwood.com,"1","631-698-8293",(631) 698-8293,New York,NORMAL,CUSTOMER,"8 Commercial Blvd",Medford,NY,"11783",US,,2025-03-20 14:19:13.956,FEMALE
CRM,"1353672",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,996,,,NOT_CONFIRMED,,,false,,,,,10277,10277,,Angelica,Miller,ANJL,MLR,angelica,miller,angelica,"992-13-6271",1986-11-23,"1427 NW DAVIS ST",PORTLAND,OREGON,angelica@aldaba.com,angelica@aldaba.com,"1","503-228-3027",(503) 228-3027,"Portland, OR",NORMAL,CUSTOMER,"1427 Nw Davis St",Portland,OR,"67206",US,,2025-03-20 14:19:14.123,FEMALE
CRM,"1406729",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1043,,,NOT_CONFIRMED,,,false,,,,,10278,10278,,angelica,aldaba,ANJL,ALTB,angelica,aldaba,angelica,"992-13-6271",1986-11-23,"1427 NW DAVIS ST",PORTLAND,OREGON,angelia@aldaba.com,angelia@aldaba.com,"1","503.228.3027",(503) 228-3027,"Portland, OR",NORMAL,CUSTOMER,"1427 Nw Davis St",Portland,OR,"67206",US,,2025-03-20 14:19:13.844,FEMALE
CRM,"1380101",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1018,,,NOT_CONFIRMED,,,true,1298,93,AVG_TRANS_MATCH_SCORE,3,10289,10289,,Sara,Johnson,SR,JNSN,sara,johnson,sara,"237-24-5099",1997-10-17,,SAN RAFAEL,CALIFORNIA,saraj@yahoo.com,saraj@yahoo.com,"1","415-472-3289",(415) 472-3289,"San Rafael, CA",NORMAL,CUSTOMER,,San Rafael,CA,,US,,2025-03-20 14:19:14.027,FEMALE
CRM,"1386237",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1025,,,CONFIRMED,100,AVG_TRANS_MATCH_SCORE,false,,,,,10298,10298,10298,Callie,Aldaba,KL,ALTB,callie,aldaba,callie,"212-33-8685",1972-04-03,"2151 RIVER PLAZA DR STE 105",SACRAMENTO,CALIFORNIA,callie@aldaba.com,callie@aldaba.com,"1","916-567-4449",(916) 567-4449,"Sacramento, CA",NORMAL,CUSTOMER,"2151 River Plaza Drive Suite 105",Sacramento,CA,"95833",US,,2025-03-20 14:19:14.137,FEMALE
CRM,"1389553",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1145,,,NOT_CONFIRMED,,,true,1309,93,AVG_TRANS_MATCH_SCORE,2,10300,10300,,Fran,Sahagun,FRN,SHKN,fran,sahagun,frannie,"407-16-8942",1972-07-22,"220 S 6TH ST",MINNEAPOLIS,MINNESOTA,francine@sahagun.com,francine@sahagun.com,"0","612-340-7052",(612) 340-7052,"Minneapolis, MN",NORMAL,CUSTOMER,"220 S 6th St",Minneapolis,MN,"55402",US,,2025-03-20 14:19:13.927,FEMALE
CRM,"1363595",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1156,,,CONFIRMED,100,AVG_TRANS_MATCH_SCORE,false,,,,,10284,10284,10284,Nola,Girvan,NL,JRFN,nola,girvan,nola,,1980-04-10,"1620 PAONIA ST",COLORADO SPRINGS,COLORADO,nola@girvan.com,nola@girvan.com,"0","719-574-6245",(719) 574-6245,"Colorado Springs, CO",,PROSPECT,"1620 Paonia St",Colorado Springs,CO,,US,,2025-03-20 14:19:14.192,FEMALE
CRM,"1369708",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1004,,,CONFIRMED,100,AVG_TRANS_MATCH_SCORE,false,,,,,10320,10320,10320,Toni,Mattos,TN,MTS,toni,mattos,toni,,1973-01-07,"6703 SHADOW CREEK TRAIL",MELBOURNE,FLORIDA,toni.mattos@tonimattos.com,toni.mattos@tonimattos.com,"0","321-727-6512",(321) 727-6512,Florida,HIGH,CUSTOMER,"6703 Shadow Creek Trail",Melbourne,FL,"32940",US,,2025-03-20 14:19:14.191,FEMALE
CRM,"1392506",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1031,,,NOT_CONFIRMED,,,true,1300,93,AVG_TRANS_MATCH_SCORE,2,10307,10307,,LaTonia,Williams,LTN,WLMS,latonia,williams,latonia,"731-32-6965",1991-03-09,"7600 OLDE EIGHT RD",HUDSON,OHIO,latonia.williams@yahoo.com,latonia.williams@yahoo.com,"1","330-656-1030",(330) 656-1030,"Hudson, OH",HIGH,CUSTOMER,"7600 Olde Eight Rd",Hudson,OH,"44236",US,,2025-03-20 14:19:13.850,FEMALE
CRM,"1393125",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1032,,,NOT_CONFIRMED,,,true,1301,78,AVG_TRANS_MATCH_SCORE,2,10310,10310,,Jude,Warstler,JT,WRST,jude,warstler,jude,,1986-09-30,"205 MADISON AVE",SCRANTON,PENNSYLVANIA,jude@warstler.com,jude@warstler.com,"0","570-346-7206",(570) 346-7206,"Scranton, PA",,PROSPECT,"205 Madison Ave",Scranton,PA,"18503",US,,2025-03-20 14:19:13.971,MALE
CRM,"1418027",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1049,,,CONFIRMED,100,AVG_TRANS_MATCH_SCORE,false,,,,,10318,10318,10318,Gail,Taulman,KL,TLMN,gail,taulman,gail,,1971-12-10,"5094 WESTBROOK RD",UNION CITY,GEORGIA,gail@taulman.com,gail@taulman.com,"0","969-4377","969-4377",,,PROSPECT,"5094 Westbrook Rd",Union City,GA,"30291",US,,2025-03-20 14:19:14.108,MALE
MKT,"1366323",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1193,,,NOT_CONFIRMED,,,,,,,,10343,10343,,Ed,Markes,ET,MRKS,ed,markes,eddy,"110-25-9931",1970-06-11,"2444 MADISON RD",CINCINNATI,OHIO,elisa@markes.com,elisa@markes.com,"1","513-871-6770",(513) 871-6770,"Cincinnati, OH",NORMAL,CUSTOMER,"2444 Madison Rd",Cincinnati,OH,,US,,2025-03-20 14:19:14.043,MALE
MKT,"1367501",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1195,,,NOT_CONFIRMED,,,,,,,,10345,10345,,Shanna,Seyfarth,XN,SFR0,shanna,seyfarth,shanna,"938-22-1997",1970-08-01,"631 GROVE AVE",JERSEY CITY,NEW JERSEY,shanna@seyfarth.com,shanna@seyfarth.com,"1","201-659-6516",(201) 659-6516,New Jersey,,PROSPECT,"631 Grove Ave",Jersey City,NJ,"07310",US,,2025-03-20 14:19:13.834,FEMALE
MKT,"1370265",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1197,,,NOT_CONFIRMED,,,,,,,,10346,10346,,Betsy,Pravata,BTS,PRFT,betsy,pravata,betsy,"549-59-7385",1987-12-12,"659 S RIVER AVE",AURORA,ILLINOIS,betsy@pravata.com,betsy@pravata.com,"0","630-801-2462",(630) 801-2462,"Aurora, IL",,PROSPECT,"659 S River Ave",Aurora,IL,"60506",US,,2025-03-20 14:19:14.039,FEMALE
MKT,"1372469",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1198,,,NOT_CONFIRMED,,,,,,,,10347,10347,,Billie,Balliew,BL,BL,billie,balliew,billie,"511-15-6389",1975-12-09,"200 MAIN AVE",FALMOUTH,MASSACHUSETTS,billie@balliew.com,billie@wallet.com,"1","508-548-4717",(508) 548-4717,"Falmouth, MA",,PROSPECT,"200 Main Ave",Falmouth,MA,"02540",US,,2025-03-20 14:19:13.886,MALE
MKT,"1372958",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1199,,,NOT_CONFIRMED,,,,,,,,10348,10348,,Leann,Creecy,LN,KRS,leann,creecy,leann,"206-34-5526",1974-03-17,"3850 W 20TH AVE",CLEVELAND,OHIO,leann@creecy.com,leann@creecy.com,"1","216-749-0767",(216) 749-0767,"Cleveland, OH",NORMAL,CUSTOMER,"3850 W 20th Ave",Cleveland,OH,"44109",US,,2025-03-20 14:19:13.859,FEMALE
MKT,"1373514",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1200,,,NOT_CONFIRMED,,,,,,,,10349,10349,,Aida,Neundorfer,AT,NNTR,aida,neundorfer,aida,"225-60-6605",1994-05-01,"1200 MAIN AVE",KANSAS CITY,MISSOURI,aida@neundorfer.com,aida@neundorfer.com,"1","374-9387","374-9387",,,PROSPECT,"1200 Main Ave",Kansas City,MO,"64105",US,,2025-03-20 14:19:14.062,FEMALE
MKT,"1379608",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1096,,,NOT_CONFIRMED,,,true,1306,93,AVG_TRANS_MATCH_SCORE,2,10335,10335,,Harry,Masters,HR,MSTR,harry,masters,harold,"200-40-6182",1978-12-04,"7220 WOODLAND DR",INDIANAPOLIS,INDIANA,harry@icloudnet.com,harry@icloudnet.com,"0","317-290-2614",(317) 290-2614,"Indianapolis, IN",,PROSPECT,"7220 Woodland Drive",Indianapolis,IN,"46278",US,,2025-03-20 14:19:13.988,MALE
MKT,"1383232",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1112,,,CONFIRMED,100,AVG_TRANS_MATCH_SCORE,true,1308,85,AVG_TRANS_MATCH_SCORE,3,10328,10329,10328,Anthony,Roberts,AN0N,RBRT,anthony,roberts,tony,"771-88-9632",1952-09-07,"1555 S GREENWOOD AVE",MONTEBELLO,CALIFORNIA,anthonyroberts@gmail.com,anthonyroberts@gmail.com,"1","323-887-4889",(323) 887-4889,California,HIGH,CUSTOMER,"1555 S Greenwood Ave",Montebello,CA,"90640",US,,2025-03-20 14:19:14.056,MALE
MKT,"1377623",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1206,,,NOT_CONFIRMED,,,true,1311,85,AVG_TRANS_MATCH_SCORE,3,10332,10332,,Emilio,Michaels,EML,MXLS,emilio,michaels,emilio,"219-20-4634",1979-06-09,"108 W RANDOLPH AVE",ENID,OKLAHOMA,michaels@gouker.com,michaels@gouker.com,"1","580-233-9834",(580) 233-9834,"Enid, OK",HIGH,CUSTOMER,"108 W Randolph Ave",Enid,OK,"73701",US,,2025-03-20 14:19:13.966,MALE
MKT,"1398789",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1219,,,NOT_CONFIRMED,,,,,,,,10350,10350,,Leopoldo,Michna,LPLT,MXN,leopoldo,michna,leopoldo,"113-79-2637",1986-10-06,"166 BOULDER DR",FITCHBURG,MASSACHUSETTS,leopoldo@michna.com,leopoldo@michna.com,"1","978-343-6343",(978) 343-6343,"Fitchburg, MA",NORMAL,CUSTOMER,"166 Boulder Dr",Fitchburg,MA,"01420",US,,2025-03-20 14:19:14.121,MALE
MKT,"1399171",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1221,,,NOT_CONFIRMED,,,,,,,,10351,10351,,Francesco,Roecker,FRNS,RKR,francesco,roecker,francesco,"447-97-5557",1986-02-17,"334 US HIGHWAY 46",WAYNE,NEW JERSEY,francesco@roecker.com,francesco@roecker.com,"1","973-890-9344",(973) 890-9344,New Jersey,NORMAL,CUSTOMER,"334 Us Highway 46",Wayne,NJ,"07470",US,,2025-03-20 14:19:14.132,MALE
MKT,"1399854",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1223,,,NOT_CONFIRMED,,,,,,,,10352,10352,,Tammi,Eilert,TM,ELRT,tammi,eilert,tammi,"747-67-9417",1981-11-17,"425 MALUNIU AVE #-B",KAILUA,HAWAII,tammi@eilert.com,tammi@clerk.com,"1","808-263-1923",(808) 263-1923,"Kailua, HI",,PROSPECT,"425 Maluniu Ave #-b",Kailua,HI,"96734",US,,2025-03-20 14:19:13.975,FEMALE
MKT,"1405814",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1187,,,NOT_CONFIRMED,,,,,,,,10353,10353,,Tina,Poitier,TN,PTR,tina,poitier,christina,,1980-04-01,"2571 TIMBER LN",DAYTON,OHIO,christine@poitier.com,christine@poitier.com,"1","277-1814","277-1814",,,PROSPECT,"2571 Timber Ln",Dayton,OH,"45414",US,,2025-03-20 14:19:13.960,FEMALE
MKT,"1406654",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1125,,,NOT_CONFIRMED,,,,,,,,10354,10354,,Dana,Missel,TN,MSL,dana,missel,dana,"104-80-6362",1987-02-10,"2445 M ST NW",WASHINGTON,DC,dana@missel.com,dana@missel.com,"1","663-4512","663-4512",,,PROSPECT,"2445 M St Nw",Washington,DC,"20037",US,,2025-03-20 14:19:14.071,FEMALE
MKT,"1408222",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1226,,,NOT_CONFIRMED,,,,,,,,10355,10355,,Eldon,Lolli,ELTN,LL,eldon,lolli,eldon,"526-86-2004",1997-09-27,"8350 E MCDONALD DR",SCOTTSDALE,ARIZONA,eldon@lolli.com,eldon@lolli.com,"1","443-6788","443-6788",,NORMAL,CUSTOMER,"8350 E Mcdonald Dr",Scottsdale,AZ,"85250",US,,2025-03-20 14:19:14.033,MALE
MKT,"1409121",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1227,,,NOT_CONFIRMED,,,,,,,,10356,10356,,Nonie,Pete,NN,PT,nonie,pete,nonie,"657-75-8228",1979-04-01,"313 PRICE PL",MADISON,WISCONSIN,nora@pete.com,nora@pete.com,"1","231-6751","231-6751",,NORMAL,CUSTOMER,"313 Price Pl",Madison,WI,"53705",US,,2025-03-20 14:19:14.184,MALE
MKT,"1410024",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1229,,,NOT_CONFIRMED,,,,,,,,10357,10357,,Homer,Southwood,HMR,S0WT,homer,southwood,homer,"100-74-1322",1995-06-01,"1430 N MEACHAM RD",SCHAUMBURG,ILLINOIS,homer@southwood.com,homer@southwood.com,"1","884-7511","884-7511",,NORMAL,CUSTOMER,"1430 N Meacham Rd",Schaumburg,IL,"60173",US,,2025-03-20 14:19:14.060,MALE
MKT,"1412252",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1230,,,NOT_CONFIRMED,,,,,,,,10358,10358,,Alice,Shabazz,ALS,XBS,alice,shabazz,elsie,"556-72-6258",1985-09-12,"16 S KETCHAM AVE",AMITYVILLE,NEW YORK,alyce@shabazz.com,alyce@shabazz.com,"1","691-6477","691-6477",,,PROSPECT,"16 S Ketcham Ave",Amityville,NY,"11701",US,,2025-03-20 14:19:14.085,FEMALE
MKT,"1413527",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1232,,,NOT_CONFIRMED,,,,,,,,10359,10359,,Daron,Seyfarth,TRN,SFR0,daron,seyfarth,daron,"953-28-7468",1991-09-25,"1211 SW 5TH AVE",PORTLAND,OREGON,daron@seyfarth.com,daron@seyfarth.com,"1","796-4738","796-4738",,NORMAL,CUSTOMER,"1211 Sw 5th Ave",Portland,OR,"97204",US,,2025-03-20 14:19:14.166,MALE
MKT,"1414505",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1233,,,NOT_CONFIRMED,,,,,,,,10360,10360,,Jarod,Mercury,JRT,MRKR,jarod,mercury,jarod,"410-80-1433",1995-10-21,"5901 N WESTERN AVE",OKLAHOMA CITY,OKLAHOMA,jarod@mercury.com,jarod@mercury.com,"1","2907","2907",,NORMAL,CUSTOMER,"5901 N Western Ave",Oklahoma City,OK,"73118",US,,2025-03-20 14:19:14.173,MALE
MKT,"1420684",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1235,,,NOT_CONFIRMED,,,,,,,,10361,10361,,Delmar,Quimby,TLMR,KMB,delmar,quimby,delmar,"633-22-6397",1981-08-03,"212 W GIBSON DR",GREENVILLE,MICHIGAN,delmar@quimby.com,delmar@quimby.com,"0","754-6715","754-6715",,NORMAL,CUSTOMER,"212 W Gibson Dr",Greenville,MI,"48838",US,,2025-03-20 14:19:14.193,MALE
MKT,"1432608",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1244,,,NOT_CONFIRMED,,,,,,,,10362,10362,,Merle,Cha,MRL,K,merle,cha,merle,"302-89-2694",1986-11-26,"450 S AUSTRALIAN AVE",WEST PALM BEACH,FLORIDA,merle@cha.com,merle@cha.com,"1","832-1820","832-1820",,,PROSPECT,"450 S Australian Ave",West Palm Beach,FL,"33401",US,,2025-03-20 14:19:14.081,MALE
MKT,"1433965",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1245,,,NOT_CONFIRMED,,,,,,,,10363,10363,,Ronnie,Ellerbusch,RN,ELRB,ronnie,ellerbusch,ronald,"134-45-7905",1995-06-02,"1126 17TH AVE",MONROE,WISCONSIN,ron@ellerbusch.com,ron@ellerbusch.com,"1","325-2068","325-2068",,NORMAL,CUSTOMER,"1126 17th Ave",Monroe,WI,"53566",US,,2025-03-20 14:19:13.952,FEMALE
CRM,"1350480",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,990,,,NOT_CONFIRMED,,,,,,,,10364,10364,,Quinn,Mitchen,KN,MXN,quinn,mitchen,quinn,"360-80-7860",1992-01-12,"67616 DESERT VIEW AVE",DESERT HOT SPRINGS,CALIFORNIA,quinn@mitchen.com,quinn@mitchen.com,"1","760-329-3382",(760) 329-3382,"Desert Hot Spgs, CA",,PROSPECT,"67616 Desert View Ave",Desert Hot Springs,CA,"62240",US,,2025-03-20 14:19:13.920,MALE
CRM,"1351779",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,991,,,NOT_CONFIRMED,,,,,,,,10365,10365,,Lyman,Wengel,LMN,WNJL,lyman,wengel,lyman,"502-29-7214",1986-01-02,"1225 17TH ST",DENVER,COLORADO,lyman@wengel.com,lyman@wengel.com,"1","303-292-4338",(303) 292-4338,"Denver, CO",,PROSPECT,"1225 17th St",Denver,CO,"60202",US,,2025-03-20 14:19:14.024,MALE
